# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4M of event 'cycles:ppp'
# Event count (approx.): 7488323981209
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-32205.map       [.] src_0x2c6a28
     0.00%  translator  [kernel.kallsyms]    [k] vmacache_find
     0.00%  translator  perf-32205.map       [.] src_0x52a8c4
     0.00%  translator  perf-32205.map       [.] src_0xd344c
     0.00%  translator  perf-32205.map       [.] src_0x366b38
     0.00%  translator  perf-32205.map       [.] src_0xdb2a4
     0.00%  translator  perf-32205.map       [.] src_0x3b35fc
     0.00%  translator  perf-32205.map       [.] src_0xe9534
     0.00%  translator  perf-32205.map       [.] src_0x135b8c
     0.00%  translator  perf-32205.map       [.] src_0x13d3dc
     0.00%  translator  perf-32205.map       [.] src_0x2f8c24
     0.00%  translator  perf-32205.map       [.] src_0x136484
     0.00%  translator  perf-32205.map       [.] src_0x1a3448
     0.00%  translator  perf-32205.map       [.] src_0x3c0884
     0.00%  translator  perf-32205.map       [.] src_0x29b5a8
     0.00%  translator  perf-32205.map       [.] src_0x108474
     0.00%  translator  perf-32205.map       [.] src_0x52f8ec
     0.00%  translator  perf-32205.map       [.] src_0x2f7910
     0.00%  translator  perf-32205.map       [.] src_0xefd00
     0.00%  translator  perf-32205.map       [.] src_0x282f80
     0.00%  translator  perf-32205.map       [.] src_0x315dc8
     0.00%  translator  perf-32205.map       [.] src_0x13cb44
     0.00%  translator  perf-32205.map       [.] src_0x267088
     0.00%  translator  perf-32205.map       [.] src_0x1455e4
     0.00%  translator  perf-32205.map       [.] src_0x27c6a8
     0.00%  translator  perf-32205.map       [.] src_0x1a0544
     0.00%  translator  perf-32205.map       [.] src_0x143bd4
     0.00%  translator  perf-32205.map       [.] src_0x3c06f0
     0.00%  translator  perf-32205.map       [.] src_0x2f6d8c
     0.00%  translator  perf-32205.map       [.] src_0xd3388
     0.00%  translator  perf-32205.map       [.] src_0x1108d8
     0.00%  translator  perf-32205.map       [.] src_0x5c17c
     0.00%  translator  perf-32205.map       [.] src_0x366bf0
     0.00%  translator  perf-32205.map       [.] src_0x266328
     0.00%  translator  perf-32205.map       [.] src_0x366a50
     0.00%  translator  perf-32205.map       [.] src_0x137d68
     0.00%  translator  perf-32205.map       [.] src_0x266184
     0.00%  translator  perf-32205.map       [.] src_0x2f7124
     0.00%  translator  perf-32205.map       [.] src_0x26552c
     0.00%  translator  perf-32205.map       [.] src_0x27c698
     0.00%  translator  perf-32205.map       [.] src_0x1c3388
     0.00%  translator  perf-32205.map       [.] src_0x10755c
     0.00%  translator  perf-32205.map       [.] src_0x27c784
     0.00%  translator  perf-32205.map       [.] src_0x2f7154
     0.00%  translator  perf-32205.map       [.] src_0x10fc6c
     0.00%  translator  perf-32205.map       [.] src_0x107398
     0.00%  translator  perf-32205.map       [.] src_0x13cb4c
     0.00%  translator  perf-32205.map       [.] src_0x14b344
     0.00%  translator  perf-32205.map       [.] src_0x52f5e4
     0.00%  translator  perf-32205.map       [.] src_0x52f600
     0.00%  translator  perf-32205.map       [.] src_0x1447c0
     0.00%  translator  perf-32205.map       [.] src_0x26704c
     0.00%  translator  perf-32205.map       [.] src_0x366be8
     0.00%  translator  perf-32205.map       [.] src_0x107408
     0.00%  translator  [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  translator  [kernel.kallsyms]    [k] generic_write_end
     0.00%  translator  [kernel.kallsyms]    [k] __mark_inode_dirty
     0.00%  translator  [kernel.kallsyms]    [k] memset_erms
     0.00%  translator  [kernel.kallsyms]    [k] ext4_block_write_begin
     0.00%  translator  perf-32205.map       [.] src_0x265b78
     0.00%  translator  [kernel.kallsyms]    [k] _cond_resched
     0.00%  translator  perf-32205.map       [.] src_0x17cc04
     0.00%  translator  [kernel.kallsyms]    [k] release_pages
     0.00%  translator  perf-32205.map       [.] src_0x208204
     0.00%  translator  perf-32205.map       [.] src_0x26d364
     0.00%  translator  perf-32205.map       [.] src_0x26cfb8
     0.00%  translator  perf-32205.map       [.] src_0x2c83c4
     0.00%  translator  perf-32205.map       [.] src_0x51be10
     0.00%  translator  perf-32205.map       [.] src_0x350b90
     0.00%  translator  perf-32205.map       [.] src_0x118cc0
     0.00%  translator  perf-32205.map       [.] src_0x2b51dc
     0.00%  translator  perf-32205.map       [.] src_0x2b3db4
     0.00%  translator  perf-32205.map       [.] src_0x4f0694
     0.00%  translator  perf-32205.map       [.] src_0x350a80
     0.00%  translator  perf-32205.map       [.] src_0x305ae8
     0.00%  translator  perf-32205.map       [.] src_0x51be3c
     0.00%  translator  perf-32205.map       [.] src_0x2abddc
     0.00%  translator  perf-32205.map       [.] src_0xf9768
     0.00%  translator  perf-32205.map       [.] src_0x50dcec
     0.00%  translator  perf-32205.map       [.] src_0x2bd7b0
     0.00%  translator  perf-32205.map       [.] src_0x201714
     0.00%  translator  perf-32205.map       [.] src_0x50d5f4
     0.00%  translator  perf-32205.map       [.] src_0xf9650
     0.00%  translator  perf-32205.map       [.] src_0xf9674
     0.00%  translator  perf-32205.map       [.] src_0x50dce8
     0.00%  translator  perf-32205.map       [.] src_0x2a1928
     0.00%  translator  perf-32205.map       [.] src_0xf72b8
     0.00%  translator  perf-32205.map       [.] src_0xa11e8
     0.00%  translator  perf-32205.map       [.] src_0x2bdbf8
     0.00%  translator  perf-32205.map       [.] src_0xed1fc
     0.00%  translator  perf-32205.map       [.] src_0x50d7d8
     0.00%  translator  perf-32205.map       [.] src_0x3ae940
     0.00%  translator  perf-32205.map       [.] src_0xa1128
     0.00%  translator  perf-32205.map       [.] src_0x110d88
     0.00%  translator  perf-32205.map       [.] src_0x208018
     0.00%  translator  perf-32205.map       [.] src_0x10e1d4
     0.00%  translator  perf-32205.map       [.] src_0x49df48
     0.00%  translator  perf-32205.map       [.] src_0x119d54
     0.00%  translator  perf-32205.map       [.] src_0x2ac060
     0.00%  translator  perf-32205.map       [.] src_0xa1140
     0.00%  translator  perf-32205.map       [.] src_0x11473c
     0.00%  translator  perf-32205.map       [.] src_0xdb234
     0.00%  translator  perf-32205.map       [.] src_0x2c83f0
     0.00%  translator  perf-32205.map       [.] src_0x50e0bc
     0.00%  translator  perf-32205.map       [.] src_0x49dfa0
     0.00%  translator  perf-32205.map       [.] src_0x522d68
     0.00%  translator  perf-32205.map       [.] src_0x546f44
     0.00%  translator  perf-32205.map       [.] src_0x36ca0
     0.00%  translator  perf-32205.map       [.] src_0x2c2848
     0.00%  translator  perf-32205.map       [.] src_0x49e2d4
     0.00%  translator  perf-32205.map       [.] src_0x206fc8
     0.00%  translator  perf-32205.map       [.] src_0x50f160
     0.00%  translator  perf-32205.map       [.] src_0x2abe48
     0.00%  translator  perf-32205.map       [.] src_0xe93ec
     0.00%  translator  perf-32205.map       [.] src_0x364ac4
     0.00%  translator  perf-32205.map       [.] src_0xf7274
     0.00%  translator  perf-32205.map       [.] src_0x3ae4f8
     0.00%  translator  perf-32205.map       [.] src_0x2c6a0c
     0.00%  translator  perf-32205.map       [.] src_0x118cb4
     0.00%  translator  perf-32205.map       [.] src_0xf1788
     0.00%  translator  perf-32205.map       [.] src_0x161c14
     0.00%  translator  [kernel.kallsyms]    [k] rb_erase_cached
     0.00%  translator  perf-32205.map       [.] src_0x3de4fc
     0.00%  translator  perf-32205.map       [.] src_0x50e1d8
     0.00%  translator  perf-32205.map       [.] src_0x2c6720
     0.00%  translator  perf-32205.map       [.] src_0xed05c
     0.00%  translator  perf-32205.map       [.] src_0x52a36c
     0.00%  translator  perf-32205.map       [.] src_0x2b3d68
     0.00%  translator  perf-32205.map       [.] src_0xdb280
     0.00%  translator  perf-32205.map       [.] src_0xea854
     0.00%  translator  perf-32205.map       [.] src_0x2c6900
     0.00%  translator  perf-32205.map       [.] src_0x2bf734
     0.00%  translator  perf-32205.map       [.] src_0x2de49c
     0.00%  translator  perf-32205.map       [.] src_0x3c9740
     0.00%  translator  perf-32205.map       [.] src_0x39040
     0.00%  translator  perf-32205.map       [.] src_0x547a38
     0.00%  translator  perf-32205.map       [.] src_0x2c616c
     0.00%  translator  perf-32205.map       [.] src_0xea900
     0.00%  translator  perf-32205.map       [.] src_0xe955c
     0.00%  translator  perf-32205.map       [.] src_0x522db4
     0.00%  translator  perf-32205.map       [.] src_0x35c188
     0.00%  translator  perf-32205.map       [.] src_0xdade0
     0.00%  translator  perf-32205.map       [.] src_0x4f12d8
     0.00%  translator  perf-32205.map       [.] src_0xeab88
     0.00%  translator  perf-32205.map       [.] src_0x3adea8
     0.00%  translator  perf-32205.map       [.] src_0x4f0e54
     0.00%  translator  perf-32205.map       [.] src_0x2c19dc
     0.00%  translator  perf-32205.map       [.] src_0x35dfb8
     0.00%  translator  perf-32205.map       [.] src_0x2c68f4
     0.00%  translator  perf-32205.map       [.] src_0x1477ac
     0.00%  translator  perf-32205.map       [.] src_0x50d4cc
     0.00%  translator  perf-32205.map       [.] src_0x2bf834
     0.00%  translator  perf-32205.map       [.] src_0x13da78
     0.00%  translator  perf-32205.map       [.] src_0xeab48
     0.00%  translator  perf-32205.map       [.] src_0x5196f4
     0.00%  translator  perf-32205.map       [.] src_0x52aad4
     0.00%  translator  perf-32205.map       [.] src_0x3a1d0
     0.00%  translator  perf-32205.map       [.] src_0x5c23c
     0.00%  translator  perf-32205.map       [.] src_0x1478fc
     0.00%  translator  perf-32205.map       [.] src_0x2f7758
     0.00%  translator  perf-32205.map       [.] src_0xe94b0
     0.00%  translator  [kernel.kallsyms]    [k] __mod_node_page_state
     0.00%  translator  perf-32205.map       [.] src_0x3cbe2c
     0.00%  translator  perf-32205.map       [.] src_0x3c0720
     0.00%  translator  perf-32205.map       [.] src_0x2e0a58
     0.00%  translator  perf-32205.map       [.] src_0x1083d0
     0.00%  translator  perf-32205.map       [.] src_0x2be9e0
     0.00%  translator  perf-32205.map       [.] src_0x3be5e0
     0.00%  translator  perf-32205.map       [.] src_0x137b98
     0.00%  translator  perf-32205.map       [.] src_0x27ca84
     0.00%  translator  perf-32205.map       [.] src_0x2f701c
     0.00%  translator  perf-32205.map       [.] src_0x2654a4
     0.00%  translator  perf-32205.map       [.] src_0x366a98
     0.00%  translator  perf-32205.map       [.] src_0x201a44
     0.00%  translator  perf-32205.map       [.] src_0x29a6a8
     0.00%  translator  perf-32205.map       [.] src_0x5c178
     0.00%  translator  perf-32205.map       [.] src_0x266300
     0.00%  translator  perf-32205.map       [.] src_0xea25c
     0.00%  translator  perf-32205.map       [.] src_0x2f7854
     0.00%  translator  perf-32205.map       [.] src_0x2c6848
     0.00%  translator  perf-32205.map       [.] src_0x27c65c
     0.00%  translator  perf-32205.map       [.] src_0x107444
     0.00%  translator  perf-32205.map       [.] src_0x1a5b64
     0.00%  translator  perf-32205.map       [.] src_0xecd2c
     0.00%  translator  perf-32205.map       [.] src_0x14b3d8
     0.00%  translator  perf-32205.map       [.] src_0x1083d8
     0.00%  translator  perf-32205.map       [.] src_0x1a3a04
     0.00%  translator  perf-32205.map       [.] src_0x144828
     0.00%  translator  perf-32205.map       [.] src_0x13da94
     0.00%  translator  perf-32205.map       [.] src_0x307f4
     0.00%  translator  perf-32205.map       [.] src_0x2670ec
     0.00%  translator  [kernel.kallsyms]    [k] entry_SYSCALL_64_stage2
     0.00%  translator  perf-32205.map       [.] src_0x2f7c1c
     0.00%  translator  perf-32205.map       [.] src_0x1a3438
     0.00%  translator  perf-32205.map       [.] src_0x107584
     0.00%  translator  perf-32205.map       [.] src_0x529cdc
     0.00%  translator  perf-32205.map       [.] src_0x3ba710
     0.00%  translator  [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  translator  perf-32205.map       [.] src_0x366a14
     0.00%  translator  perf-32205.map       [.] src_0x5bf50
     0.00%  translator  perf-32205.map       [.] src_0x192478
     0.00%  translator  perf-32205.map       [.] src_0x2f7290
     0.00%  translator  perf-32205.map       [.] src_0x2f7a00
     0.00%  translator  perf-32205.map       [.] src_0x5c010
     0.00%  translator  perf-32205.map       [.] src_0x3c08a4
     0.00%  translator  perf-32205.map       [.] src_0x273268
     0.00%  translator  [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  translator  [kernel.kallsyms]    [k] prefetch_freepointer
     0.00%  translator  [kernel.kallsyms]    [k] __find_get_block
     0.00%  translator  [kernel.kallsyms]    [k] unmap_page_range
     0.00%  translator  perf-32205.map       [.] src_0x10812c
     0.00%  translator  [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%  translator  perf-32205.map       [.] src_0x2028f8
     0.00%  translator  perf-32205.map       [.] src_0x2071d0
     0.00%  translator  [kernel.kallsyms]    [k] tick_sched_timer
     0.00%  translator  perf-32205.map       [.] src_0x3c9fbc
     0.00%  translator  perf-32205.map       [.] src_0x2a1a54
     0.00%  translator  perf-32205.map       [.] src_0x350a50
     0.00%  translator  perf-32205.map       [.] src_0x305b30
     0.00%  translator  perf-32205.map       [.] src_0x18b0c8
     0.00%  translator  perf-32205.map       [.] src_0x3add9c
     0.00%  translator  perf-32205.map       [.] src_0x305d20
     0.00%  translator  perf-32205.map       [.] src_0x350994
     0.00%  translator  perf-32205.map       [.] src_0x9b390
     0.00%  translator  perf-32205.map       [.] src_0x350910
     0.00%  translator  [kernel.kallsyms]    [k] ring_buffer_record_is_on
     0.00%  translator  perf-32205.map       [.] src_0xa106c
     0.00%  translator  perf-32205.map       [.] src_0xdae38
     0.00%  translator  perf-32205.map       [.] src_0xe2110
     0.00%  translator  perf-32205.map       [.] src_0x305cf4
     0.00%  translator  perf-32205.map       [.] src_0x9b48c
     0.00%  translator  perf-32205.map       [.] src_0x3cb8f8
     0.00%  translator  perf-32205.map       [.] src_0x3068b4
     0.00%  translator  perf-32205.map       [.] src_0xa03ec
     0.00%  translator  perf-32205.map       [.] src_0x1e9640
     0.00%  translator  perf-32205.map       [.] src_0xf95cc
     0.00%  translator  [nfs]                [k] nfs_updatepage
     0.00%  translator  [kernel.kallsyms]    [k] cpuacct_charge
     0.00%  translator  perf-32205.map       [.] src_0x546000
     0.00%  translator  perf-32205.map       [.] src_0xf9748
     0.00%  translator  perf-32205.map       [.] src_0xdd524
     0.00%  translator  perf-32205.map       [.] src_0x26d020
     0.00%  translator  perf-32205.map       [.] src_0xea24c
     0.00%  translator  [kernel.kallsyms]    [k] update_group_capacity
     0.00%  translator  perf-32205.map       [.] src_0x110334
     0.00%  translator  perf-32205.map       [.] src_0x2de4c0
     0.00%  translator  perf-32205.map       [.] src_0x562880
